Signal Name,P_fp,R_freq,I_suppress,Occurrences,Confidence,Score,Severity,Technique,Recommendation
New Source IP Access to Hikvision Endpoint,0.0,0.006574074074074074,14.452926208651398,568,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0065625,14.427480916030536,567,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0065625,14.427480916030536,567,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0065625,14.427480916030536,567,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006539351851851852,14.376590330788805,565,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006527777777777778,14.351145038167939,564,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006527777777777778,14.351145038167939,564,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006527777777777778,14.351145038167939,564,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006516203703703704,14.325699745547075,563,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006516203703703704,14.325699745547075,563,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006516203703703704,14.325699745547075,563,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006516203703703704,14.325699745547075,563,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006516203703703704,14.325699745547075,563,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006504629629629629,14.30025445292621,562,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006504629629629629,14.30025445292621,562,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006493055555555556,14.274809160305344,561,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006481481481481481,14.249363867684478,560,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006469907407407408,14.223918575063612,559,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006423611111111111,14.122137404580155,555,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
Proxy Port Activity to the Internet,0.0,0.006388888888888889,14.045801526717558,552,Low,4,Medium,Proxy,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006377314814814815,14.020356234096692,551,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006377314814814815,14.020356234096692,551,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.006377314814814815,14.020356234096692,551,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.006354166666666667,13.969465648854962,549,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.006354166666666667,13.969465648854962,549,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006354166666666667,13.969465648854962,549,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006354166666666667,13.969465648854962,549,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006331018518518519,13.91857506361323,547,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006296296296296296,13.842239185750635,544,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006284722222222222,13.816793893129772,543,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006273148148148148,13.791348600508908,542,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006273148148148148,13.791348600508908,542,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
IPSEC NAT Traversal Port Activity,0.0,0.006261574074074074,13.765903307888042,541,Low,4,Medium,Encrypted Channel,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.00625,13.740458015267176,540,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.00625,13.740458015267176,540,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0062037037037037035,13.638676844783715,536,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.00619212962962963,13.61323155216285,535,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0061342592592592594,13.486005089058525,530,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
IPSEC NAT Traversal Port Activity,0.0,0.006111111111111111,13.435114503816795,528,Low,4,Medium,Encrypted Channel,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006099537037037037,13.40966921119593,527,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006099537037037037,13.40966921119593,527,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.006076388888888889,13.358778625954198,525,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0060648148148148145,13.333333333333334,524,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
Excessive Failed URL Access From A Single Source,0.0,0.0060648148148148145,13.333333333333334,524,Medium,4,Medium,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0060416666666666665,13.282442748091603,522,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
Telnet Port Activity,0.0,0.006030092592592593,13.256997455470737,521,Low,3,Low,Remote Services,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.0059953703703703705,13.180661577608143,518,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005902777777777778,12.977099236641221,510,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.00587962962962963,12.92620865139949,508,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005868055555555555,12.900763358778624,507,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005821759259259259,12.798982188295167,503,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
SSH from the Internet,0.0,0.005763888888888889,12.67175572519084,498,Low,5,Medium,Exploit Public-Facing Application,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.005636574074074074,12.391857506361323,487,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005625,12.366412213740457,486,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005462962962962963,12.010178117048346,472,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005462962962962963,12.010178117048346,472,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.00542824074074074,11.93384223918575,469,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
Proxy Port Activity to the Internet,0.0,0.005416666666666667,11.908396946564885,468,Low,4,Medium,Proxy,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.005416666666666667,11.908396946564885,468,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
Proxy Port Activity to the Internet,0.0,0.005405092592592592,11.88295165394402,467,Low,4,Medium,Proxy,High recurrence - Consider threshold adjustment or context-based filtering
Same Threat Detected on Multiple Hosts,0.0,0.005393518518518519,11.857506361323155,466,High,8,High,User Execution,High recurrence - Consider threshold adjustment or context-based filtering
New Source IP Access to Hikvision Endpoint,0.0,0.00537037037037037,11.806615776081426,464,Medium,5,Medium,Active Scanning,High recurrence - Consider threshold adjustment or context-based filtering
